Transaction_ID,Customer_ID,Transaction_Date,Description,Amount,Classification_Tag,Transaction_Time,Status
TXN802083,CUST0181,05/02/2024,E-wallet top-up,2595.13,Pre-Funding,23:38:27,Completed
TXN474731,CUST0077,13/02/2024,Bank transfer to savings,2861.84,Transfers,11:31:38,Completed
TXN773952,CUST0137,14/02/2024,POS cash withdrawal,3842.89,Withdrawals,16:10:10,Completed
TXN894963,CUST0077,11/02/2024,E-wallet top-up,2839.53,Pre-Funding,22:02:53,Completed
TXN317282,CUST0032,29/01/2024,E-wallet top-up,4118.22,Pre-Funding,14:55:20,Completed
TXN731013,CUST0121,15/01/2024,Grocery store card payment,45.37,Card_Payments,20:40:57,Completed
TXN856874,CUST0133,04/01/2024,Bank transfer to savings,5692.25,Transfers,08:03:15,Pending
TXN519905,CUST0191,08/02/2024,Money transfer via mobile,2628.94,Transfers,11:09:43,Completed
TXN170467,CUST0145,20/01/2024,Water bill settlement,3584.02,Bill_Payments,04:38:45,Completed
TXN449321,CUST0020,02/02/2024,Wire transfer received,936.66,Transfers,19:55:41,Completed
TXN155171,CUST0127,07/01/2024,Money transfer via mobile,34.79,Transfers,19:07:36,Completed
TXN132062,CUST0122,04/01/2024,Electricity bill payment,1037.1,Bill_Payments,08:11:44,Completed
TXN772134,CUST0199,05/02/2024,Account pre-funding deposit,1993.93,Pre-Funding,22:31:21,Completed
TXN167761,CUST0175,11/01/2024,Electricity bill payment,270.18,Bill_Payments,08:55:06,Completed
TXN779158,CUST0021,10/02/2024,Cash withdrawal at branch,1872.92,Withdrawals,21:14:24,Completed
TXN898473,CUST0183,18/02/2024,Wire transfer received,4835.78,Transfers,09:15:51,Completed
TXN285251,CUST0045,23/01/2024,Internet subscription renewal,3920.64,Bill_Payments,03:38:07,Completed
TXN289886,CUST0075,12/01/2024,Wire transfer received,3874.7,Transfers,07:05:18,Pending
TXN821320,CUST0033,01/01/2024,Water bill settlement,17.5,Bill_Payments,04:31:24,Completed
TXN525526,CUST0174,06/01/2024,Internet subscription renewal,10063.27,Bill_Payments,00:12:53,Completed
TXN140232,CUST0146,12/01/2024,ATM withdrawal,1549.18,Withdrawals,02:45:59,Cancelled
TXN160349,CUST0157,15/02/2024,Electricity bill payment,4644.37,Bill_Payments,22:57:01,Completed
TXN799936,CUST0181,21/02/2024,Cash withdrawal at branch,12.56,Withdrawals,08:11:05,Completed
TXN651791,CUST0069,06/01/2024,Money transfer via mobile,1.34,Transfers,15:01:42,Completed
TXN902137,CUST0182,28/01/2024,Cash withdrawal at branch,4621.01,Withdrawals,13:34:16,Completed
TXN901503,CUST0129,14/01/2024,ATM withdrawal,2840.86,Withdrawals,15:05:48,Completed
TXN319702,CUST0139,23/02/2024,Money transfer via mobile,3725.08,Transfers,17:39:31,Completed
TXN494815,CUST0190,04/02/2024,ATM withdrawal,4606.31,Withdrawals,11:55:37,Pending
TXN499363,CUST0100,09/01/2024,ATM withdrawal,346.29,Withdrawals,19:19:20,Completed
TXN423045,CUST0051,08/01/2024,Salary deposit,32.18,Pre-Funding,22:23:27,Completed
TXN722003,CUST0047,22/02/2024,Money transfer via mobile,18.97,Transfers,22:56:53,Completed
TXN177661,CUST0064,23/02/2024,ATM withdrawal,2365.22,Withdrawals,03:13:09,Completed
TXN680423,CUST0171,08/02/2024,Grocery store card payment,9074.57,Card_Payments,13:41:00,Refunded
TXN450467,CUST0108,01/03/2024,POS cash withdrawal,4750.74,Withdrawals,05:49:45,Completed
TXN296193,CUST0182,20/02/2024,ATM withdrawal,21.7,Withdrawals,06:05:49,Cancelled
TXN192149,CUST0171,09/01/2024,Wire transfer received,43.03,Transfers,09:48:40,Completed
TXN316860,CUST0062,30/01/2024,Salary deposit,1849.16,Pre-Funding,08:13:41,Completed
TXN248105,CUST0107,12/01/2024,E-wallet top-up,2313.24,Pre-Funding,07:10:20,Completed
TXN123303,CUST0088,12/01/2024,Online purchase - electronics,1260.46,Card_Payments,09:50:31,Pending
TXN498180,CUST0127,09/01/2024,Account pre-funding deposit,21.62,Pre-Funding,12:12:54,Completed
TXN173143,CUST0071,22/02/2024,Account pre-funding deposit,4648.22,Pre-Funding,13:35:22,Completed
TXN870171,CUST0091,14/02/2024,Grocery store card payment,3950.48,Card_Payments,02:54:25,Completed
TXN881760,CUST0054,16/01/2024,Bank transfer to savings,1979.9,Transfers,22:06:05,Completed
TXN420691,CUST0034,04/01/2024,Electricity bill payment,24.99,Bill_Payments,01:02:04,Pending
TXN276487,CUST0019,04/02/2024,Money transfer via mobile,1251.32,Transfers,22:17:48,Completed
TXN153027,CUST0165,07/02/2024,Money transfer via mobile,792.32,Transfers,05:36:16,Completed
TXN108879,CUST0074,30/01/2024,Money transfer via mobile,1934.94,Transfers,07:35:36,Completed
TXN251056,CUST0011,07/01/2024,Water bill settlement,5.99,Bill_Payments,12:01:17,Completed
TXN741665,CUST0032,09/02/2024,POS cash withdrawal,4667.44,Withdrawals,16:38:49,Pending
TXN507431,CUST0154,04/02/2024,Bank transfer to savings,2433.25,Transfers,23:00:11,Completed
TXN347489,CUST0037,04/02/2024,Restaurant bill payment,2093.88,Card_Payments,17:21:06,Refunded
TXN312703,CUST0033,11/02/2024,Online purchase - electronics,3887.56,Card_Payments,13:50:16,Completed
TXN285455,CUST0191,31/01/2024,Internet subscription renewal,16407.99,Bill_Payments,21:16:35,Completed
TXN438474,CUST0167,01/01/2024,Cash withdrawal at branch,3515.46,Withdrawals,21:56:17,Completed
TXN905194,CUST0143,29/01/2024,Bank transfer to savings,3625.01,Transfers,12:16:26,Completed
TXN194914,CUST0145,30/01/2024,Restaurant bill payment,2833.01,Card_Payments,23:53:46,Completed
TXN720016,CUST0027,24/01/2024,ATM withdrawal,3313.37,Withdrawals,06:27:44,Completed
TXN126807,CUST0168,06/02/2024,Wire transfer received,3703.77,Transfers,16:11:34,Pending
TXN969694,CUST0134,28/02/2024,Salary deposit,3021.85,Pre-Funding,16:52:17,Completed
TXN117154,CUST0136,01/03/2024,Internet subscription renewal,130.12,Bill_Payments,10:15:26,Completed
TXN272095,CUST0027,13/02/2024,Internet subscription renewal,4746.52,Bill_Payments,10:17:44,Completed
TXN402710,CUST0128,26/02/2024,Money transfer via mobile,16615.75,Transfers,17:17:46,Completed
TXN776679,CUST0071,06/02/2024,ATM withdrawal,3485.26,Withdrawals,16:42:21,Completed
TXN942005,CUST0179,28/02/2024,Bank transfer to savings,12410.87,Transfers,13:48:44,Cancelled
TXN805283,CUST0024,28/02/2024,Grocery store card payment,5171.26,Card_Payments,01:27:18,Completed
TXN159973,CUST0172,16/01/2024,Account pre-funding deposit,4673.99,Pre-Funding,11:54:54,Pending
TXN989558,CUST0097,21/02/2024,POS cash withdrawal,19507.91,Withdrawals,01:11:41,Cancelled
TXN575842,CUST0133,18/01/2024,E-wallet top-up,1187.36,Pre-Funding,17:51:04,Pending
TXN766100,CUST0055,09/01/2024,Cash withdrawal at branch,3551.21,Withdrawals,22:41:05,Completed
TXN168917,CUST0068,26/01/2024,Restaurant bill payment,3047.08,Card_Payments,18:44:09,Completed
TXN988642,CUST0045,30/01/2024,Bank transfer to savings,21,Transfers,19:35:12,Pending
TXN337624,CUST0174,09/01/2024,E-wallet top-up,4050.79,Pre-Funding,22:35:50,Completed
TXN369555,CUST0080,28/02/2024,Salary deposit,2834.7,Pre-Funding,04:16:53,Completed
TXN513843,CUST0108,29/01/2024,Salary deposit,691.39,Pre-Funding,21:33:12,Completed
TXN441949,CUST0088,31/01/2024,Money transfer via mobile,12.16,Transfers,11:55:32,Completed
TXN408862,CUST0158,23/02/2024,Bank transfer to savings,2392.71,Transfers,21:06:15,Cancelled
TXN253644,CUST0189,13/01/2024,ATM withdrawal,1744.48,Withdrawals,05:32:54,Completed
TXN243586,CUST0142,26/02/2024,Electricity bill payment,1732.38,Bill_Payments,15:07:09,Cancelled
TXN629965,CUST0149,23/01/2024,Salary deposit,2127.84,Pre-Funding,07:13:40,Completed
TXN590682,CUST0004,01/01/2024,Salary deposit,1254.94,Pre-Funding,07:13:43,Completed
TXN485338,CUST0051,27/02/2024,ATM withdrawal,2489.6,Withdrawals,12:15:25,Pending
TXN231092,CUST0190,21/02/2024,ATM withdrawal,4797.32,Withdrawals,15:31:20,Completed
TXN487732,CUST0149,02/02/2024,Electricity bill payment,12.42,Bill_Payments,05:54:08,Completed
TXN854798,CUST0052,15/01/2024,Wire transfer received,17665.54,Transfers,16:03:45,Completed
TXN367407,CUST0091,06/02/2024,E-wallet top-up,3024.1,Pre-Funding,16:31:11,Completed
TXN989715,CUST0194,04/01/2024,Restaurant bill payment,1168.66,Card_Payments,23:25:18,Completed
TXN140180,CUST0153,04/01/2024,Account pre-funding deposit,38.28,Pre-Funding,22:52:45,Completed
TXN553682,CUST0041,23/01/2024,Money transfer via mobile,8375.33,Transfers,22:30:49,Completed
TXN545558,CUST0036,27/02/2024,Grocery store card payment,706.48,Card_Payments,20:16:05,Completed
TXN153155,CUST0080,13/02/2024,Money transfer via mobile,3524.2,Transfers,16:59:08,Completed
TXN891460,CUST0088,03/02/2024,Internet subscription renewal,48.53,Bill_Payments,04:38:16,Completed
TXN343182,CUST0024,22/02/2024,Wire transfer received,10.44,Transfers,00:09:28,Completed
TXN786394,CUST0002,23/01/2024,Cash withdrawal at branch,1702.55,Withdrawals,14:52:36,Completed
TXN549994,CUST0176,26/01/2024,Restaurant bill payment,4371.14,Card_Payments,15:49:34,Completed
TXN793488,CUST0171,09/01/2024,Salary deposit,40.91,Pre-Funding,08:34:03,Pending
TXN864910,CUST0105,07/02/2024,Bank transfer to savings,2128.17,Transfers,17:33:34,Completed
TXN189937,CUST0085,14/01/2024,Account pre-funding deposit,3615.65,Pre-Funding,13:10:20,Pending
TXN544430,CUST0155,01/02/2024,POS cash withdrawal,3515.08,Withdrawals,14:40:21,Pending
TXN374980,CUST0123,21/01/2024,Online purchase - electronics,2458.15,Card_Payments,17:24:51,Completed
TXN926123,CUST0183,01/01/2024,POS cash withdrawal,2584.45,Withdrawals,17:01:12,Completed
TXN538063,CUST0076,31/01/2024,Account pre-funding deposit,3230.45,Pre-Funding,11:07:54,Completed
TXN669510,CUST0019,19/01/2024,Water bill settlement,4915.04,Bill_Payments,15:16:28,Completed
TXN375639,CUST0019,27/01/2024,Account pre-funding deposit,2463.43,Pre-Funding,01:07:44,Completed
TXN626608,CUST0083,20/01/2024,Salary deposit,1891.72,Pre-Funding,18:19:08,Completed
TXN161578,CUST0149,13/01/2024,Online purchase - electronics,3469.77,Card_Payments,13:14:45,Completed
TXN773158,CUST0156,28/01/2024,Salary deposit,1763.34,Pre-Funding,14:45:52,Completed
TXN115787,CUST0033,04/02/2024,POS cash withdrawal,3908.1,Withdrawals,06:53:15,Completed
TXN365008,CUST0079,06/01/2024,Bank transfer to savings,3007.09,Transfers,21:38:21,Completed
TXN311356,CUST0021,03/01/2024,Electricity bill payment,16924.32,Bill_Payments,22:46:01,Completed
TXN599329,CUST0026,21/01/2024,Money transfer via mobile,3413.9,Transfers,17:19:39,Chargeback
TXN315346,CUST0092,02/02/2024,Salary deposit,32.3,Pre-Funding,14:58:22,Pending
TXN113415,CUST0152,01/01/2024,Money transfer via mobile,47.62,Transfers,19:44:48,Completed
TXN963736,CUST0040,11/01/2024,Salary deposit,4814.07,Pre-Funding,22:11:40,Cancelled
TXN625124,CUST0169,28/01/2024,Internet subscription renewal,2888.4,Bill_Payments,01:16:45,Cancelled
TXN153642,CUST0129,26/01/2024,Online purchase - electronics,2034.53,Card_Payments,12:02:52,Completed
TXN623143,CUST0192,24/02/2024,Grocery store card payment,3793.05,Card_Payments,06:32:26,Completed
TXN494485,CUST0165,24/01/2024,ATM withdrawal,28.95,Withdrawals,09:06:04,Completed
TXN963255,CUST0149,06/02/2024,Restaurant bill payment,1709.2,Card_Payments,12:49:40,Completed
TXN163241,CUST0068,06/02/2024,Money transfer via mobile,34.15,Transfers,07:58:45,Completed
TXN103097,CUST0108,18/02/2024,Restaurant bill payment,397.44,Card_Payments,17:05:14,Completed
TXN499678,CUST0072,24/02/2024,Bank transfer to savings,414.29,Transfers,14:58:29,Refunded
TXN414705,CUST0112,15/02/2024,Bank transfer to savings,3791.33,Transfers,20:47:30,Pending
TXN949034,CUST0160,14/02/2024,E-wallet top-up,812.14,Pre-Funding,19:37:00,Completed
TXN241195,CUST0147,16/02/2024,Wire transfer received,2.69,Transfers,15:38:21,Completed
TXN830584,CUST0083,15/01/2024,Water bill settlement,2273.12,Bill_Payments,13:03:08,Cancelled
TXN383097,CUST0112,23/01/2024,Wire transfer received,2803.36,Transfers,01:16:20,Cancelled
TXN998741,CUST0153,28/02/2024,Money transfer via mobile,4480.8,Transfers,00:45:13,Completed
TXN384273,CUST0164,20/01/2024,Restaurant bill payment,1312.74,Card_Payments,13:16:57,Completed
TXN742601,CUST0039,03/02/2024,Cash withdrawal at branch,3973.23,Withdrawals,21:02:05,Completed
TXN170203,CUST0181,15/02/2024,Restaurant bill payment,33,Card_Payments,19:02:31,Completed
TXN343073,CUST0144,21/02/2024,Grocery store card payment,2276.87,Card_Payments,20:48:37,Completed
TXN773732,CUST0131,13/01/2024,POS cash withdrawal,1147.09,Withdrawals,23:19:46,Completed
TXN152555,CUST0134,22/01/2024,POS cash withdrawal,2667.47,Withdrawals,01:37:45,Completed
TXN758776,CUST0164,08/02/2024,E-wallet top-up,11.65,Pre-Funding,19:34:41,Completed
TXN256512,CUST0054,18/02/2024,E-wallet top-up,4385.79,Pre-Funding,13:46:46,Completed
TXN614623,CUST0092,14/02/2024,Salary deposit,2207.2,Pre-Funding,00:18:31,Completed
TXN941087,CUST0055,18/01/2024,E-wallet top-up,7268.78,Pre-Funding,21:56:25,Pending
TXN747852,CUST0098,10/01/2024,POS cash withdrawal,2081.87,Withdrawals,19:31:49,Completed
TXN724737,CUST0198,27/02/2024,Electricity bill payment,2235.58,Bill_Payments,00:06:55,Pending
TXN646540,CUST0187,06/01/2024,Restaurant bill payment,5409.84,Card_Payments,09:13:58,Refunded
TXN787553,CUST0122,15/01/2024,Online purchase - electronics,810.88,Card_Payments,02:42:33,Cancelled
TXN287700,CUST0098,16/02/2024,Restaurant bill payment,6621.27,Card_Payments,08:32:57,Completed
TXN712420,CUST0037,04/01/2024,POS cash withdrawal,3701.08,Withdrawals,20:34:58,Completed
TXN620443,CUST0072,12/01/2024,Electricity bill payment,33.13,Bill_Payments,12:25:50,Completed
TXN139594,CUST0170,01/02/2024,Cash withdrawal at branch,19756.32,Withdrawals,04:10:11,Completed
TXN842213,CUST0012,04/01/2024,Internet subscription renewal,2291.42,Bill_Payments,01:21:33,Refunded
TXN403697,CUST0037,20/01/2024,Restaurant bill payment,2586.57,Card_Payments,20:26:42,Completed
TXN261184,CUST0141,13/01/2024,Money transfer via mobile,669.15,Transfers,05:12:40,Completed
TXN730013,CUST0029,04/01/2024,Salary deposit,1476.45,Pre-Funding,05:32:29,Completed
TXN464292,CUST0037,04/01/2024,Online purchase - electronics,2142.49,Card_Payments,13:30:28,Completed
TXN991303,CUST0100,01/02/2024,Salary deposit,15896.63,Pre-Funding,15:08:39,Completed
TXN876729,CUST0136,14/01/2024,POS cash withdrawal,3225.37,Withdrawals,06:40:45,Completed
TXN571344,CUST0003,18/01/2024,Salary deposit,25.12,Pre-Funding,10:33:01,Completed
TXN777400,CUST0165,20/01/2024,Internet subscription renewal,3688.38,Bill_Payments,03:07:26,Completed
TXN642979,CUST0147,27/02/2024,Online purchase - electronics,1575.62,Card_Payments,19:06:19,Completed
TXN509872,CUST0072,25/01/2024,Bank transfer to savings,405.15,Transfers,22:34:12,Completed
TXN313453,CUST0168,12/02/2024,ATM withdrawal,233.7,Withdrawals,21:36:39,Completed
TXN255909,CUST0047,25/02/2024,Salary deposit,3416.91,Pre-Funding,13:35:51,Chargeback
TXN688966,CUST0089,29/02/2024,Salary deposit,1010.36,Pre-Funding,01:11:40,Completed
TXN944872,CUST0115,17/01/2024,E-wallet top-up,4787.93,Pre-Funding,02:02:41,Completed
TXN379160,CUST0131,20/02/2024,Money transfer via mobile,12,Transfers,06:20:56,Completed
TXN735801,CUST0060,24/01/2024,Bank transfer to savings,12834.1,Transfers,14:00:20,Completed
TXN626241,CUST0137,14/02/2024,Account pre-funding deposit,2647.49,Pre-Funding,07:09:33,Pending
TXN613158,CUST0047,24/02/2024,Salary deposit,4222.48,Pre-Funding,19:29:13,Completed
TXN812634,CUST0182,29/02/2024,Restaurant bill payment,30.33,Card_Payments,04:27:46,Completed
TXN457648,CUST0111,17/01/2024,POS cash withdrawal,8540.65,Withdrawals,15:01:58,Refunded
TXN507548,CUST0191,31/01/2024,E-wallet top-up,837.71,Pre-Funding,19:29:37,Completed
TXN676056,CUST0029,23/02/2024,Wire transfer received,2387.52,Transfers,09:33:58,Completed
TXN834158,CUST0130,08/02/2024,Online purchase - electronics,4280.61,Card_Payments,16:49:44,Completed
TXN341587,CUST0056,22/01/2024,Online purchase - electronics,4444.7,Card_Payments,03:39:25,Completed
TXN451912,CUST0100,29/01/2024,POS cash withdrawal,118.16,Withdrawals,08:40:24,Completed
TXN788501,CUST0150,29/01/2024,Wire transfer received,1745.87,Transfers,22:46:30,Pending
TXN997610,CUST0144,11/01/2024,Money transfer via mobile,3891.63,Transfers,15:04:05,Completed
TXN176572,CUST0084,05/01/2024,Wire transfer received,2228.71,Transfers,15:21:08,Refunded
TXN966682,CUST0032,07/02/2024,ATM withdrawal,49.58,Withdrawals,00:27:10,Completed
TXN623001,CUST0004,17/01/2024,Salary deposit,3272.66,Pre-Funding,23:48:50,Completed
TXN117170,CUST0132,15/01/2024,POS cash withdrawal,4006.6,Withdrawals,11:15:17,Completed
TXN334247,CUST0066,27/01/2024,Internet subscription renewal,4415.41,Bill_Payments,23:33:43,Pending
TXN391495,CUST0096,16/02/2024,POS cash withdrawal,1373.47,Withdrawals,01:54:00,Completed
TXN681840,CUST0018,27/01/2024,Money transfer via mobile,2260.5,Transfers,13:27:59,Completed
TXN856920,CUST0116,09/01/2024,Cash withdrawal at branch,3524.72,Withdrawals,22:46:23,Completed
TXN522740,CUST0015,27/01/2024,Salary deposit,4728.84,Pre-Funding,20:15:07,Completed
TXN401580,CUST0075,27/01/2024,Water bill settlement,4546.17,Bill_Payments,18:56:07,Completed
TXN899420,CUST0096,19/02/2024,Internet subscription renewal,709.41,Bill_Payments,10:24:28,Completed
TXN833746,CUST0079,12/02/2024,Cash withdrawal at branch,3762.77,Withdrawals,22:31:21,Cancelled
TXN419148,CUST0128,13/01/2024,Account pre-funding deposit,2607.73,Pre-Funding,01:00:03,Completed
TXN129664,CUST0046,06/02/2024,Grocery store card payment,649.58,Card_Payments,13:26:06,Completed
TXN754380,CUST0112,09/01/2024,Grocery store card payment,38.06,Card_Payments,00:04:01,Completed
TXN938418,CUST0136,03/01/2024,Grocery store card payment,4213.86,Card_Payments,08:29:00,Completed
TXN910454,CUST0164,28/01/2024,Water bill settlement,4773.58,Bill_Payments,19:07:40,Cancelled
TXN747417,CUST0104,01/02/2024,POS cash withdrawal,1042.01,Withdrawals,05:14:18,Pending
TXN234937,CUST0106,01/03/2024,Salary deposit,4558.8,Pre-Funding,05:02:45,Completed
TXN524932,CUST0006,29/02/2024,Bank transfer to savings,41.48,Transfers,23:36:35,Completed
TXN837656,CUST0084,10/01/2024,Account pre-funding deposit,3899.95,Pre-Funding,22:44:03,Completed
TXN445682,CUST0174,01/03/2024,POS cash withdrawal,204.76,Withdrawals,01:02:16,Completed
TXN197184,CUST0188,15/01/2024,Bank transfer to savings,875.89,Transfers,19:45:48,Completed
TXN866245,CUST0132,15/01/2024,Salary deposit,2186.07,Pre-Funding,01:25:02,Completed
TXN911857,CUST0104,09/02/2024,Cash withdrawal at branch,4728.45,Withdrawals,13:59:05,Completed
TXN995119,CUST0148,14/02/2024,Online purchase - electronics,4058.2,Card_Payments,16:14:27,Completed
TXN787382,CUST0161,07/02/2024,Account pre-funding deposit,2215.39,Pre-Funding,12:46:46,Completed
TXN586154,CUST0031,17/02/2024,Electricity bill payment,1132.46,Bill_Payments,07:31:46,Completed
TXN590377,CUST0035,05/02/2024,Electricity bill payment,4090,Bill_Payments,15:30:53,Completed
TXN880989,CUST0149,02/02/2024,Wire transfer received,2643.04,Transfers,03:20:39,Completed
TXN725274,CUST0054,19/02/2024,E-wallet top-up,1083.65,Pre-Funding,08:12:54,Completed
TXN422804,CUST0024,31/01/2024,Restaurant bill payment,770.98,Card_Payments,07:34:10,Completed
TXN315212,CUST0078,13/01/2024,Internet subscription renewal,13.77,Bill_Payments,12:52:48,Pending
TXN261969,CUST0027,11/02/2024,Grocery store card payment,10498.78,Card_Payments,19:36:37,Completed
TXN331745,CUST0128,17/01/2024,Cash withdrawal at branch,3450.42,Withdrawals,21:47:34,Completed
TXN782822,CUST0101,22/01/2024,Wire transfer received,3631.8,Transfers,14:41:03,Completed
TXN596706,CUST0050,04/02/2024,Electricity bill payment,4533.1,Bill_Payments,21:42:24,Completed
TXN177024,CUST0150,12/02/2024,Restaurant bill payment,2932.57,Card_Payments,19:29:36,Completed
TXN297836,CUST0057,25/02/2024,ATM withdrawal,11880.46,Withdrawals,21:33:10,Completed
TXN876907,CUST0023,24/02/2024,Salary deposit,2215.58,Pre-Funding,17:02:10,Completed
TXN586509,CUST0187,03/02/2024,ATM withdrawal,2106.33,Withdrawals,23:45:02,Completed
TXN175518,CUST0081,01/02/2024,E-wallet top-up,3664.09,Pre-Funding,16:30:18,Completed
TXN809218,CUST0052,19/02/2024,Cash withdrawal at branch,13320.06,Withdrawals,14:28:36,Completed
TXN876026,CUST0180,19/02/2024,E-wallet top-up,4095.08,Pre-Funding,21:53:29,Completed
TXN235616,CUST0193,29/02/2024,Water bill settlement,2045.41,Bill_Payments,23:50:00,Completed
TXN155637,CUST0090,20/01/2024,POS cash withdrawal,1713.77,Withdrawals,05:49:06,Completed
TXN417098,CUST0196,27/02/2024,Money transfer via mobile,19537.51,Transfers,00:39:35,Completed
TXN109433,CUST0104,18/02/2024,ATM withdrawal,3618.14,Withdrawals,01:34:13,Completed
TXN185223,CUST0141,18/02/2024,ATM withdrawal,540.39,Withdrawals,08:47:13,Completed
TXN301948,CUST0072,15/01/2024,Bank transfer to savings,4406.48,Transfers,04:28:03,Completed
TXN930096,CUST0200,04/02/2024,Electricity bill payment,12920.78,Bill_Payments,08:29:23,Completed
TXN659204,CUST0010,14/01/2024,Salary deposit,2909.44,Pre-Funding,22:10:16,Completed
TXN305732,CUST0142,12/01/2024,Bank transfer to savings,439.34,Transfers,18:20:49,Completed
TXN750819,CUST0007,01/03/2024,Money transfer via mobile,646.73,Transfers,13:10:14,Completed
TXN110446,CUST0192,14/02/2024,Electricity bill payment,1312.78,Bill_Payments,22:57:16,Completed
TXN725637,CUST0108,04/01/2024,Wire transfer received,3939.61,Transfers,14:20:05,Completed
TXN660414,CUST0106,11/02/2024,Wire transfer received,12443.71,Transfers,18:17:14,Completed
TXN109819,CUST0085,29/02/2024,Electricity bill payment,1795.01,Bill_Payments,13:18:31,Pending
TXN304724,CUST0112,18/01/2024,Internet subscription renewal,3692.28,Bill_Payments,05:02:07,Pending
TXN813573,CUST0052,22/01/2024,ATM withdrawal,524.7,Withdrawals,04:18:18,Completed
TXN488412,CUST0038,21/02/2024,Electricity bill payment,608.57,Bill_Payments,09:25:59,Completed
TXN603292,CUST0114,19/02/2024,Restaurant bill payment,33.24,Card_Payments,21:45:00,Refunded
TXN363684,CUST0013,21/01/2024,POS cash withdrawal,384.34,Withdrawals,16:34:45,Completed
TXN246942,CUST0161,05/01/2024,ATM withdrawal,3110.5,Withdrawals,18:01:43,Completed
TXN908529,CUST0075,23/02/2024,ATM withdrawal,26.9,Withdrawals,06:52:29,Completed
TXN380553,CUST0022,15/01/2024,Bank transfer to savings,13846.57,Transfers,17:09:48,Completed
TXN858235,CUST0054,19/02/2024,Internet subscription renewal,32.51,Bill_Payments,05:34:47,Completed
TXN210173,CUST0083,23/02/2024,Online purchase - electronics,3596.4,Card_Payments,03:46:11,Chargeback
TXN893582,CUST0051,16/01/2024,Water bill settlement,3547.28,Bill_Payments,23:10:28,Completed
TXN316583,CUST0015,12/01/2024,ATM withdrawal,3952.82,Withdrawals,20:21:12,Completed
TXN206215,CUST0044,29/01/2024,Cash withdrawal at branch,1652.08,Withdrawals,23:25:15,Completed
TXN130604,CUST0014,09/01/2024,Online purchase - electronics,2090.45,Card_Payments,03:56:34,Completed
TXN358111,CUST0184,06/02/2024,Online purchase - electronics,2980.96,Card_Payments,07:33:14,Completed
TXN416481,CUST0157,20/02/2024,Internet subscription renewal,4816.31,Bill_Payments,05:26:48,Completed
TXN201370,CUST0152,19/01/2024,Water bill settlement,6431.38,Bill_Payments,00:45:03,Completed
TXN405741,CUST0049,25/01/2024,Restaurant bill payment,4283.71,Card_Payments,01:20:41,Completed
TXN184061,CUST0084,04/01/2024,Electricity bill payment,1391.09,Bill_Payments,00:27:19,Completed
TXN590861,CUST0025,21/02/2024,E-wallet top-up,1640.93,Pre-Funding,23:23:13,Completed
TXN690359,CUST0166,15/01/2024,Water bill settlement,49.96,Bill_Payments,11:24:57,Completed
TXN542477,CUST0161,23/01/2024,E-wallet top-up,3088.04,Pre-Funding,18:43:14,Completed
TXN846083,CUST0020,19/02/2024,ATM withdrawal,2140.41,Withdrawals,18:54:04,Pending
TXN286509,CUST0188,26/01/2024,Restaurant bill payment,1018.55,Card_Payments,03:13:27,Cancelled
TXN666356,CUST0128,11/01/2024,E-wallet top-up,4789.96,Pre-Funding,20:56:15,Completed
TXN951877,CUST0001,12/01/2024,Online purchase - electronics,2754.01,Card_Payments,10:48:00,Cancelled
TXN376805,CUST0087,27/01/2024,Internet subscription renewal,13771.71,Bill_Payments,12:16:50,Completed
TXN448102,CUST0173,26/01/2024,Bank transfer to savings,576,Transfers,11:19:27,Completed
TXN342182,CUST0164,05/02/2024,ATM withdrawal,14496.64,Withdrawals,03:01:57,Pending
TXN811481,CUST0074,27/02/2024,Online purchase - electronics,1346.32,Card_Payments,17:15:26,Pending
TXN278904,CUST0143,27/02/2024,Wire transfer received,2632.87,Transfers,19:55:17,Completed
TXN656361,CUST0197,03/02/2024,Internet subscription renewal,4194.84,Bill_Payments,20:28:05,Cancelled
TXN116363,CUST0122,02/01/2024,POS cash withdrawal,1477.98,Withdrawals,03:51:57,Completed
TXN879710,CUST0187,17/01/2024,Internet subscription renewal,11761.93,Bill_Payments,04:57:18,Completed
TXN121145,CUST0036,22/02/2024,Internet subscription renewal,36.96,Bill_Payments,21:18:45,Completed
TXN745448,CUST0134,14/01/2024,Restaurant bill payment,1376.82,Card_Payments,02:01:20,Completed
TXN623686,CUST0089,09/02/2024,Money transfer via mobile,2983.68,Transfers,22:00:10,Completed
TXN122305,CUST0006,07/01/2024,Account pre-funding deposit,4827.93,Pre-Funding,21:43:51,Completed
TXN341343,CUST0192,17/01/2024,Cash withdrawal at branch,537.06,Withdrawals,18:45:35,Completed
TXN743543,CUST0079,14/02/2024,Account pre-funding deposit,3982.78,Pre-Funding,15:39:11,Completed
TXN961561,CUST0020,13/02/2024,Money transfer via mobile,4115.42,Transfers,05:40:53,Completed
TXN312461,CUST0143,16/01/2024,Bank transfer to savings,4813.83,Transfers,10:14:22,Completed
TXN272648,CUST0074,21/01/2024,Electricity bill payment,20.13,Bill_Payments,00:20:59,Completed
TXN503710,CUST0094,24/02/2024,Bank transfer to savings,791.76,Transfers,19:17:34,Completed
TXN414517,CUST0153,23/01/2024,Water bill settlement,7153.63,Bill_Payments,00:41:57,Completed
TXN818664,CUST0127,05/01/2024,Bank transfer to savings,1703.45,Transfers,14:40:28,Completed
